Time,Unsubtracted Weight,Baseline Weight,Program Temperature,Sample Temperature,Approx. Gas Flow,R25 Diagnostic Signal, 
4.083333,6.093576,0.000000,50.000000,52.700000,40.200000,0.000000, 
4.100000,6.093576,0.000000,50.000000,52.700000,40.200000,0.000000, 
4.116667,6.093576,0.000000,50.000000,52.700000,40.200000,0.000000, 
4.133333,6.093576,0.000000,50.000000,52.700000,40.200000,0.000000, 
4.150000,6.093576,0.000000,50.000000,52.700000,40.200000,0.000000, 
4.166667,6.093576,0.000000,50.000000,52.700000,40.200000,0.000000, 
4.183333,6.093355,0.000000,50.000000,52.700000,40.200000,0.000000, 
4.200000,6.093134,0.000000,50.000000,52.700000,40.200000,0.000000, 
4.216667,6.093134,0.000000,50.000000,52.700000,40.300000,0.000000, 
4.233333,6.092913,0.000000,50.000000,52.700000,40.300000,0.000000, 
4.250000,6.092913,0.000000,50.000000,52.700000,40.100000,0.000000, 
4.266667,6.092913,0.000000,50.000000,52.700000,40.100000,0.000000, 
4.283333,6.092692,0.000000,50.000000,52.700000,40.300000,0.000000, 
4.300000,6.092471,0.000000,50.000000,52.700000,40.300000,0.000000, 
4.316667,6.092250,0.000000,50.000000,52.700000,40.200000,0.000000, 
4.333333,6.092250,0.000000,50.000000,52.700000,40.200000,0.000000, 
4.350000,6.092029,0.000000,50.000000,52.700000,40.200000,0.000000, 
4.366667,6.092029,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.383333,6.091808,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.400000,6.091808,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.416667,6.091587,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.433333,6.091366,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.450000,6.091145,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.466667,6.091145,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.483333,6.091145,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.500000,6.091145,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.516667,6.090924,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.533333,6.090924,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.550000,6.090924,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.566667,6.090703,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.583333,6.090703,0.000000,50.000000,52.710000,40.100000,0.000000, 
4.600000,6.090703,0.000000,50.000000,52.710000,40.100000,0.000000, 
4.616667,6.090703,0.000000,50.000000,52.710000,40.300000,0.000000, 
4.633333,6.090703,0.000000,50.000000,52.710000,40.300000,0.000000, 
4.650000,6.090703,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.666667,6.090703,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.683333,6.090482,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.700000,6.090482,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.716667,6.090262,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.733333,6.090262,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.750000,6.090041,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.766667,6.090041,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.783333,6.090041,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.800000,6.089820,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.816667,6.089820,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.833333,6.089599,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.850000,6.089599,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.866667,6.089378,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.883333,6.089157,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.900000,6.088936,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.916667,6.088715,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.933333,6.088715,0.000000,50.000000,52.710000,40.200000,0.000000, 
4.950000,6.088494,0.000000,50.000000,52.710000,40.300000,0.000000, 
4.966667,6.088494,0.000000,50.000000,52.710000,40.300000,0.000000, 
4.983333,6.088273,0.000000,50.000000,52.710000,40.200000,0.000000, 
5.000000,6.088273,0.000000,50.000000,52.710000,40.200000,0.000000, 
5.016667,6.088052,0.000000,50.000000,52.710000,40.300000,0.000000, 
5.033333,6.088052,0.000000,50.000000,52.710000,40.300000,0.000000, 
5.050000,6.088052,0.000000,50.000000,52.710000,40.200000,0.000000, 
5.066667,6.088052,0.000000,50.000000,52.710000,40.200000,0.000000, 
5.083333,6.087831,0.000000,50.000000,52.710000,40.200000,0.000000, 
5.100000,6.087831,0.000000,50.000000,52.710000,40.200000,0.000000, 
5.116667,6.087831,0.000000,50.000000,52.710000,40.200000,0.000000, 
5.133333,6.087831,0.000000,50.000000,52.710000,40.200000,0.000000, 
5.150000,6.087831,0.000000,50.000000,52.710000,40.200000,0.000000, 
5.166667,6.087831,0.000000,50.000000,52.710000,40.200000,0.000000, 
5.183333,6.087831,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.200000,6.087831,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.216667,6.087831,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.233333,6.087610,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.250000,6.087610,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.266667,6.087389,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.283333,6.087389,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.300000,6.087389,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.316667,6.087389,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.333333,6.087389,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.350000,6.087389,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.366667,6.087389,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.383333,6.087389,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.400000,6.087389,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.416667,6.087389,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.433333,6.087168,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.450000,6.087168,0.000000,50.000000,52.720000,40.100000,0.000000, 
5.466667,6.087168,0.000000,50.000000,52.720000,40.100000,0.000000, 
5.483333,6.086948,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.500000,6.086727,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.516667,6.086727,0.000000,50.000000,52.720000,40.100000,0.000000, 
5.533333,6.086506,0.000000,50.000000,52.720000,40.100000,0.000000, 
5.550000,6.086285,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.566667,6.086064,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.583333,6.085622,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.600000,6.085622,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.616667,6.085401,0.000000,50.000000,52.720000,40.300000,0.000000, 
5.633333,6.085180,0.000000,50.000000,52.720000,40.300000,0.000000, 
5.650000,6.084959,0.000000,50.000000,52.720000,40.300000,0.000000, 
5.666667,6.084959,0.000000,50.000000,52.720000,40.300000,0.000000, 
5.683333,6.084959,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.700000,6.084959,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.716667,6.084959,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.733333,6.084959,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.750000,6.084959,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.766667,6.085180,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.783333,6.085180,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.800000,6.085180,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.816667,6.085180,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.833333,6.085401,0.000000,50.000000,52.720000,40.200000,0.000000, 
